id,TIME,Gender,Age,MarStat,Role,SportBack,SpHis,SpLevel,SportExp,PRAT_,PGRT_,SACST_,SATT_,SACENT_,SAUNCT_,SACOT_,SACHT_,PAT_,NAT_,ABALT_,REST_,PCSET_,PCHOPET_,PCREST_,PCOPT_,DHAST_,DUPT_,MLE,UpLift,REGGBT_,REGST_
73,1,2,46,2,1,1,1,4,4,4.428571429,3.888888889,4,1.5,2.75,1.75,3.5,3.75,3.6,1.2,2.4,3.76,5.833333333,5,27,3.333333333,2.5,3.428571429,1,,4,13
73,2,2,46,2,1,1,1,4,4,4,2.333333333,4.25,1,2.25,1,3.75,4.25,3.4,1,2.4,3.92,5.833333333,4.666666667,26,3.5,2.214285714,2.80952381,,,2,9
73,3,2,46,2,1,1,1,4,4,3.714285714,3.222222222,3.75,1,2.25,1,3,3.25,3.5,1,2.5,3.36,5.666666667,5,24,3.333333333,2.404761905,2.952380952,,,3,8
73,4,2,46,2,1,1,1,4,4,4,2.888888889,3,1.25,1.75,1,3,2.75,3.4,1,2.4,3.68,5.666666667,5,25,3.333333333,2.119047619,2.738095238,,,3,8
74,1,1,30,2,2,1,1,2,5,3.714285714,3.666666667,3.5,2.5,2.25,3,4,3.25,3.5,1.9,1.6,3.36,4,4,10,3.5,2.714285714,2.666666667,1,,13,23
74,2,1,30,2,2,1,1,2,5,2.714285714,4.555555556,3.25,5,4.75,4.25,3.5,2.75,2,3.3,-1.3,2.96,3.333333333,3.166666667,16,3.166666667,2.69047619,2.666666667,1,,11,27
74,3,1,30,2,2,1,1,2,5,3.285714286,3,4,3,3,3,3.25,3,3,1.8,1.2,3.08,3.833333333,4.166666667,16,3.833333333,2.666666667,2.547619048,2,,12,29
74,4,1,30,2,2,1,1,2,5,3.714285714,3.888888889,3.75,3.25,3.5,2.25,3.75,3.5,3.9,2,1.9,3.64,4.666666667,3.833333333,16,3.333333333,2.761904762,2.761904762,1,,11,28
75,1,2,22,1,2,1,1,2,3,3.857142857,3.444444444,4,1.5,1.5,1,3.75,3.75,4.1,1.2,2.9,3.76,4.5,4.5,18,4.166666667,2.071428571,2.642857143,1,,3,14
75,2,2,22,1,2,1,1,2,3,3.857142857,3.555555556,3.25,1.75,2,1.5,3.75,3.5,3.3,1.3,2,3.2,3.5,4,14,3.5,2.238095238,2.904761905,2,,5,16
75,3,2,22,1,2,1,1,2,3,3.428571429,3.555555556,3.5,1.75,1.75,1,3.75,3.75,3,1.2,1.8,3.56,3.666666667,3.833333333,16,3.5,2.119047619,2.714285714,2,,3,17
75,4,2,22,1,2,1,1,2,3,3.857142857,3.444444444,3.75,1.25,2,1.25,4,4,3.5,1.2,2.3,3.72,4.333333333,4.333333333,20,4,2.19047619,2.904761905,2,,4,17
76,1,2,39,1,1,1,1,4,5,4,3.777777778,4.25,2,2.5,2,2,3,3.8,1,2.8,4.12,4.333333333,4.833333333,25,4.5,1.642857143,2.142857143,2,,-1,8
78,1,1,24,1,2,1,1,5,4,4,2.666666667,4.25,1.5,1.75,2,4.5,2.75,3.6,1.1,2.5,4,5.833333333,5.166666667,23,4,2.333333333,2.738095238,2,Sleep,4,13
78,2,1,24,1,2,1,1,5,4,4,3.222222222,5,1.5,3.25,2,4.5,3.5,4.2,1.5,2.7,4.24,5.5,4.833333333,18,4.166666667,2.595238095,2.857142857,2,Weekends,2,13
78,3,1,24,1,2,1,1,5,4,4.285714286,4.333333333,5,2.25,3.75,2.25,5,3.75,4,1.2,2.8,4.24,5.166666667,4.5,19,3.833333333,2.166666667,2.619047619,2,,3,12
78,4,1,24,1,2,1,1,5,4,3.857142857,3.333333333,4.5,1.5,3.25,2.25,4.75,4,3.7,1.1,2.6,4,5.166666667,4.5,25,4.5,2.214285714,2.69047619,2,,2,11
79,1,1,34,2,1,1,1,2,5,4.714285714,3.777777778,4.5,2.5,4.5,3,4,4.5,4.3,2.3,2,4.32,5.833333333,5.5,24,5.166666667,3.214285714,3.428571429,1,,6,16
79,2,1,34,2,1,1,1,2,5,4.857142857,4.111111111,5,2.75,3.75,1.5,2.75,4.75,4.6,2.3,2.3,4.68,6,5.666666667,22,4.5,3.214285714,3.523809524,2,,3,16
79,3,1,34,2,1,1,1,2,5,4.571428571,4.333333333,4.25,2.75,2.5,1.25,2,4.5,4.8,1.9,2.9,4.8,5.833333333,5.5,25,4.333333333,2.80952381,2.952380952,2,,1,15
79,4,1,34,2,1,1,1,2,5,4.857142857,4.555555556,5,3.75,3.75,2,3,5,4.7,2.4,2.3,4.84,6,5.833333333,28,4.166666667,2.880952381,3.880952381,2,,4,16
80,1,1,43,2,1,1,1,2,4,3.714285714,3.111111111,3,2.5,3.25,2,3,2.5,2.2,1.8,0.4,3.56,3.166666667,4,19,3,1.666666667,2.452380952,1,,3,10
80,2,1,43,2,1,1,1,2,4,3.571428571,2,2,1.5,1.75,1,2,1.75,1.5,1.6,-0.1,2.92,3.5,3.833333333,16,3.5,2.142857143,2.404761905,1,,5,15
80,3,1,43,2,1,1,1,2,4,3.285714286,2.888888889,2.75,2.25,3.25,1,3,2.75,2.5,1.4,1.1,3,3.666666667,3.666666667,17,3.333333333,1.452380952,1.80952381,1,,4,11
80,4,1,43,2,1,1,1,2,4,3.857142857,3.222222222,3.75,3,3.5,1,3.25,3.25,3.1,1.3,1.8,3.16,3,3.5,16,3,1.523809524,2.166666667,2,,4,13
81,1,1,24,1,2,1,2,,,4.428571429,3.111111111,3.75,1.25,1.25,1.5,4.25,4.75,3.3,1.1,2.2,3.88,5.5,5.166666667,18,3.5,2.095238095,2.619047619,2,,3,10
81,2,1,24,1,2,1,2,,,4.142857143,3.444444444,4,1.25,1.25,1,4,4,3.7,1.1,2.6,3.68,5,4.833333333,19,3.666666667,2.023809524,2.571428571,2,,2,10
81,3,1,24,1,2,1,2,,,4,3.555555556,3.75,1,1,1,4,4,3.9,1.1,2.8,3.88,5,5,23,3.666666667,2.071428571,2.523809524,2,,5,12
81,4,1,24,1,2,1,2,,,4,3.333333333,4,1,1,1,4,4,3.8,1,2.8,3.76,5.166666667,4.666666667,21,3.5,2.047619048,2.642857143,2,,4,12
82,1,2,43,2,1,1,2,,,4,2.555555556,4.5,1.75,2.5,1.5,4.75,3.5,3.5,1.4,2.1,3.84,4.5,4.833333333,21,3.5,#DIV/0!,#DIV/0!,,,0,0
82,2,2,43,2,1,1,2,,,3.857142857,4.111111111,4.25,1,2,3,4.75,4.25,4.2,1,3.2,4,5,5,16,3.833333333,2.404761905,3,2,I am healthy and so are my family.,3,10
83,1,2,36,2,1,1,1,1,4,4.142857143,3.444444444,4.25,1,2.5,1.5,4.5,4.5,3.3,1.1,2.2,4.04,5,4.5,19,3.666666667,2.142857143,2.952380952,2,,2,11
83,2,2,36,2,1,1,1,1,4,3.857142857,3,4,1,2,1.5,4,3.75,4,1.3,2.7,4.4,5.5,4.833333333,23,4,2.428571429,3.547619048,2,,-1,8
83,3,2,36,2,1,1,1,1,4,3.714285714,3.111111111,3.5,1.25,1.5,2,3.75,3.5,4.2,1.3,2.9,3.84,5.5,4.333333333,20,3.833333333,2.19047619,3.452380952,2,,0,11
83,4,2,36,2,1,1,1,1,4,4.285714286,3.222222222,3,1,1,1,3.75,3.5,3.9,1.5,2.4,3.84,5.5,4.833333333,22,4,2,3.30952381,2,,0,12
84,1,1,29,2,2,1,2,,,4,3.666666667,4.5,3,3.25,1.5,4,3.75,3.6,1.4,2.2,4.04,4.5,4.833333333,23,3.666666667,2.404761905,2.404761905,2,N/A,10,28
84,2,1,29,2,2,1,2,,,4,3.333333333,4,1.75,3,1.25,4.25,3.25,4,1.3,2.7,4.04,3.666666667,4.833333333,19,3.333333333,2.595238095,2.714285714,2,,5,16
84,3,1,29,2,2,1,2,,,4,3.222222222,4,2.75,3.5,1,2.75,3,3.5,1.4,2.1,3.72,3.166666667,4.5,22,3.666666667,2.761904762,3.047619048,2,,7,20
84,4,1,29,2,2,1,2,,,4,3.111111111,4,1.75,2.25,1,2.75,3,3.4,1.3,2.1,3.48,2.666666667,4.666666667,18,3.833333333,2.714285714,2.857142857,2,,5,17
85,1,2,55,2,2,1,2,,,3.857142857,3.444444444,3.25,1.5,1.75,1.25,3.25,3,3.3,1.2,2.1,3.56,5.333333333,4.666666667,25,3.5,2.357142857,2.833333333,2,,4,13
85,2,2,55,2,2,1,2,,,4.285714286,3.222222222,3.75,1,1.75,1.25,3.75,4,3.6,1.1,2.5,3.8,5.5,4.833333333,26,3.666666667,2.357142857,2.880952381,2,,3,13
85,3,2,55,2,2,1,2,,,3.857142857,2.555555556,4,1,1.25,1.25,3,3.5,3.9,1.1,2.8,3.92,5.833333333,5.333333333,23,3.333333333,2.5,2.69047619,,,-1,12
85,4,2,55,2,2,1,2,,,3.714285714,3.333333333,4,1,1.25,1,3.25,3.5,3.8,1.1,2.7,4.2,5.333333333,4.666666667,16,4.333333333,2.166666667,2.595238095,2,,3,13
87,1,1,43,2,1,1,2,,,3,3.333333333,3.75,1.75,3.25,2.75,2.25,3.25,2.8,1.4,1.4,3.04,4.833333333,4.333333333,19,3,2.261904762,2.261904762,2,,4,13
87,2,1,43,2,1,1,2,,,3.571428571,3.666666667,4,2.5,3,2,2,3.25,3.2,1.3,1.9,3.16,5,4.5,20,3.5,2.5,2.357142857,2,,4,12
87,3,1,43,2,1,1,2,,,2.285714286,3.222222222,3.25,1.75,2.75,2,2,2.25,2.9,1.2,1.7,2.92,5,4,22,3.333333333,2.452380952,2.285714286,2,,3,12
87,4,1,43,2,1,1,2,,,2.285714286,2.888888889,3.75,1.5,2.5,1.25,1.5,2.5,2.6,1.3,1.3,2.72,4.5,4.166666667,20,3,2.5,2.285714286,,,3,8
88,1,2,36,5,2,1,1,4,5,4.285714286,4.222222222,4.75,2,2.75,2,5,4.5,4.6,1.3,3.3,,,,,,,,,,,
89,1,2,35,2,2,1,2,,,3.571428571,2.444444444,3.75,1,1.75,1,3.5,3.25,2.8,1.3,1.5,3.36,3.666666667,4,18,3.166666667,2.19047619,2.547619048,2,,3,8
89,2,2,35,2,2,1,2,,,3.857142857,4.111111111,4,1.5,1.5,1,4,4,3.7,1.1,2.6,3.6,3.666666667,4,17,3.166666667,1.714285714,3.095238095,2,,7,21
89,3,2,35,2,2,1,2,,,4,3.888888889,4,2.25,2.5,1.5,4,3.5,3.3,1.1,2.2,3.92,3.833333333,4,16,3.5,2.285714286,3.119047619,2,,1,14
89,4,2,35,2,2,1,2,,,4,4,4,1.75,2.75,1.5,4,4,3.7,1,2.7,3.76,3.833333333,4,18,3.5,2.023809524,2.738095238,2,,3,8
90,1,2,39,2,1,1,1,2,5,4.285714286,3.555555556,3.5,2,5,2.25,3.25,4,3.2,2,1.2,3.92,4.833333333,4.333333333,16,3.666666667,2.833333333,2.976190476,2,,2,16
90,2,2,39,2,1,1,1,2,5,4.714285714,4.555555556,4.25,2.25,4.5,1.75,2.5,4.25,4,1.8,2.2,4.32,5.5,4.666666667,26,3.666666667,2.476190476,3,2,,0,17
90,3,2,39,2,1,1,1,2,5,3.714285714,4.222222222,4,1.5,3.5,1.25,3,3.25,4.5,1.8,2.7,4.08,5.5,4.833333333,23,3.166666667,2.595238095,2.928571429,2,,0,13
90,4,2,39,2,1,1,1,2,5,3.571428571,3.777777778,3,2.25,2.75,2,2.25,3.25,3.4,1.7,1.7,3.48,5.333333333,3.833333333,20,3.333333333,2.547619048,2.880952381,2,,0,16
91,1,2,41,2,1,1,1,3,2,3.142857143,2.888888889,2.25,1.25,2,1,4,2,1.5,1,0.5,2.92,3,3.333333333,16,2.333333333,2.071428571,2.261904762,2,No,1,12
91,2,2,41,2,1,1,1,3,2,3.285714286,1.555555556,2.75,1,1.5,1,4.25,1.5,2.8,1,1.8,2.88,3,3.666666667,22,3.166666667,1.80952381,2.785714286,2,,3,8
91,3,2,41,2,1,1,1,3,2,3.428571429,2.111111111,3,1,1.5,1,4.5,2.75,3.5,1,2.5,3.12,3,3.833333333,15,3.166666667,1.571428571,2.571428571,2,,3,8
91,4,2,41,2,1,1,1,3,2,3.142857143,1.333333333,2.75,1.25,1.5,1,4.25,2,2.1,1,1.1,2.64,3.166666667,3.666666667,19,3,2.023809524,2.761904762,2,,0,8
92,1,2,27,1,2,1,2,,,3.857142857,2.444444444,2.75,3.5,3.75,3.25,3,3.5,2.9,2.3,0.6,3.2,3.666666667,4.166666667,21,4,2.571428571,2.238095238,2,,5,16
92,2,2,27,1,2,1,2,,,4,2,2,3.25,3.5,2,2,2,2.4,2.3,0.1,2.84,3.5,3.833333333,15,4,3.261904762,2.476190476,2,No,4,16
92,3,2,27,1,2,1,2,,,4,2.888888889,2.25,2.5,3.25,2.5,2.25,2.75,3.4,2.6,0.8,2.56,3.333333333,4.166666667,15,3.5,3.333333333,2.761904762,2,,8,20
92,4,2,27,1,2,1,2,,,4,2.555555556,2.5,2.75,3.5,2.75,2.25,3.25,3,3,0,2.8,3.5,3.5,19,3.833333333,3.380952381,2.571428571,2,,4,17
93,1,2,43,2,1,1,1,4,4,4.142857143,3.111111111,3.5,1.5,2,1.25,3,4,3.6,1.5,2.1,3.72,4.5,4.666666667,23,2.5,2.30952381,3.095238095,2,,7,14
93,2,2,43,2,1,1,1,4,4,3.857142857,2.666666667,4,1.25,1.5,1.25,2.5,4,3,1.3,1.7,3.56,4.833333333,5,22,3.333333333,2.523809524,3.523809524,2,,6,13
94,1,1,37,2,2,1,1,2,4,4.142857143,4,3.75,2,2.75,1.75,4.5,4,3.4,1.3,2.1,4.24,5.5,4.5,20,3.166666667,1.761904762,2.357142857,1,,12,17
94,2,1,37,2,2,1,1,2,4,4.428571429,3.888888889,3.75,2.25,4,2,3.75,4.25,3.7,1.7,2,4.04,5.166666667,4.5,14,2.833333333,2.857142857,2.738095238,2,,4,22
94,3,1,37,2,2,1,1,2,4,3.714285714,4.333333333,3.5,3.75,3.25,2.5,2.75,3.5,4,2.4,1.6,3.56,5.333333333,3.333333333,19,3,3.023809524,2.476190476,2,,8,19
94,4,1,37,2,2,1,1,2,4,3.857142857,3.777777778,3.25,2.75,3.25,1.75,3,3.75,4,1.8,2.2,3.6,5.5,4.166666667,18,3,3.071428571,2.19047619,2,,8,15
95,1,1,49,2,1,1,1,1,5,4.571428571,3.555555556,4.25,2,4.75,1.5,4.25,3.25,3.6,1.6,2,3.76,5.666666667,4,26,3.5,2.238095238,2.714285714,2,,2,13
95,2,1,49,2,1,1,1,1,5,4,3.777777778,4.5,1.75,4.5,1,4.25,4,3.8,1.3,2.5,3.68,5,4.333333333,24,3.5,2.214285714,2.738095238,2,N/A,3,14
95,3,1,49,2,1,1,1,1,5,4.285714286,2.555555556,4.25,1.5,4.75,1.5,4.25,3,3.8,1.4,2.4,3.6,4.666666667,4,25,3.333333333,2.214285714,2.547619048,2,,0,9
95,4,1,49,2,1,1,1,1,5,4.142857143,3.444444444,4,2.5,4.5,1.5,3.75,3.25,3.5,1.3,2.2,3.88,5.5,4.5,24,3.5,2.119047619,2.571428571,2,,-1,13
96,1,2,38,2,2,1,1,2,3,3.714285714,3.111111111,4.25,1.75,2.5,1.5,4,3.75,3.6,1.7,1.9,3.92,3.833333333,4.5,18,3.333333333,2.976190476,3.523809524,1,,9,15
96,2,2,38,2,2,1,1,2,3,4.142857143,3.666666667,3.75,2.5,3.25,1.75,4,3.5,3,1.9,1.1,3.28,4.833333333,4.333333333,22,3,2.833333333,2.952380952,2,,5,14
96,3,2,38,2,2,1,1,2,3,3.571428571,3.777777778,4,1.75,2.25,1.75,5,3.75,3,1.3,1.7,3.72,4.666666667,4.5,21,3.333333333,2.357142857,3.428571429,2,,4,12
96,4,2,38,2,2,1,1,2,3,3.571428571,3.111111111,4,3,3.5,1.25,5,4.5,3.6,1.6,2,3.76,4.5,4.666666667,22,3.166666667,2.595238095,3.380952381,2,,5,13
97,1,1,42,1,2,1,1,2,4,3.714285714,3.111111111,4,2,4,1.25,2,3.25,2.5,1.4,1.1,3.12,2.5,4,21,3.833333333,2.023809524,1.785714286,2,,2,13
97,2,1,42,1,2,1,1,2,4,3.571428571,2.333333333,4,2.75,3.75,1.5,3.75,3.25,2.8,1.2,1.6,3.24,3.666666667,4.5,23,3.666666667,2.238095238,2.071428571,2,,0,10
97,3,1,42,1,2,1,1,2,4,4,3.222222222,4,1.25,3,1,3,3.25,2.8,1.3,1.5,3,4,4.166666667,20,3.333333333,1.857142857,1.5,,,1,12
97,4,1,42,1,2,1,1,2,4,4,3.444444444,3.75,1.25,2.25,1,2.5,2.75,2.8,1.2,1.6,3.2,3.666666667,4.5,18,3,2.166666667,1.880952381,,,0,12
98,1,1,43,2,2,1,2,,,2.714285714,3.888888889,3.75,2,2.75,1,2,3.25,3.2,1.6,1.6,3.48,5,4.5,23,3.5,2.119047619,2.214285714,2,,2,14
98,2,1,43,2,2,1,2,,,3.714285714,3.666666667,4.5,2,2.5,1.25,2.25,3.75,3.8,1.6,2.2,3.28,5,4.833333333,22,3.666666667,1.976190476,2.095238095,2,,1,13
98,3,1,43,2,2,1,2,,,4.142857143,3.666666667,4,2,2.75,1.75,3,3.5,2.9,1.4,1.5,3.52,5,4.5,24,3.666666667,2.142857143,2.261904762,2,,4,12
98,4,1,43,2,2,1,2,,,3.714285714,2.888888889,3.75,1.75,2,1.5,2.5,3,3.1,1.3,1.8,3.36,4.833333333,4.5,22,3.833333333,1.880952381,2,2,,4,12
99,1,2,21,1,2,1,1,3,4,4.285714286,2.555555556,4.25,1.75,1.75,2,4,3.5,4,1.7,2.3,4.48,5,5,23,3.666666667,2.119047619,3.595238095,2,,5,12
100,1,1,26,2,2,1,1,5,5,4.857142857,3.888888889,3.75,3.5,3.75,3,3.75,3.75,3.3,3.2,0.1,3.88,,,,,,,,,0,0
