id,TIME,Gender,Age,MarStat,Role,SportBack,SpHis,SpLevel,SportExp,PRAT_,PGRT_,SACST_,SATT_,SACENT_,SAUNCT_,SACOT_,SACHT_,PAT_,NAT_,ABALT_,REST_,PCSET_,PCHOPET_,PCREST_,PCOPT_,DHAST_,DUPT_,MLE,UpLift,REGGBT_,REGST_
1,1,1,52,2,1,1,1,3,5,4.428571429,3,4.5,2.25,3.75,1.5,4.75,3.75,3.8,1.4,2.4,4.28,5.833333333,5,24,4,2.380952381,3.404761905,2,,6,15
1,3,1,52,2,1,1,1,3,5,4.285714286,3.222222222,4.5,2.25,2,1,4.25,4,4.5,1.5,3,3.64,5.333333333,4.833333333,21,3.5,2.666666667,3.285714286,2,,1,18
1,4,1,52,2,1,1,1,3,5,4.142857143,3.555555556,3.75,3,3.5,1.25,3.25,3.25,4.2,2.3,1.9,3.52,5.333333333,4.833333333,19,3,2.476190476,3.119047619,2,,0,0
2,1,1,36,1,1,1,1,4,5,4.285714286,4.444444444,4.5,1,2,1.5,5,4.25,4.1,1.2,2.9,4.6,4.833333333,4.666666667,18,3.833333333,2.666666667,2.380952381,2,,5,14
2,2,1,36,1,1,1,1,4,5,3.857142857,4,4.25,1.5,2.25,1.25,2.75,4,4.1,1.3,2.8,4.32,4,4,24,4.166666667,2.476190476,2.285714286,2,,5,12
2,3,1,36,1,1,1,1,4,5,3.428571429,3.444444444,3.75,1.25,1.75,1.75,3.75,3.25,3.9,1.1,2.8,4,4.666666667,4.333333333,24,3.5,2.428571429,2.095238095,2,,6,12
2,4,1,36,1,1,1,1,4,5,3.571428571,3.555555556,4,2.25,3,1.25,4,3.25,4,1.2,2.8,4.08,3.833333333,5.333333333,25,3.833333333,2.476190476,2.095238095,2,,2,14
4,1,1,44,2,1,1,1,4,4,4.571428571,4.555555556,4.5,2.5,3.25,1.5,4.25,4,4.7,1.6,3.1,4.64,5.833333333,5.5,29,3.666666667,2.333333333,3.80952381,2,,1,14
4,2,1,44,2,1,1,1,4,4,4.285714286,4.555555556,4.75,1.75,3.5,1.25,4.5,4.25,4.9,1.6,3.3,4.64,6,5.666666667,28,3.833333333,2.166666667,3.5,2,,2,13
4,3,1,44,2,1,1,1,4,4,4.571428571,4.111111111,4.5,2,3.75,1.5,4.75,4.5,4.6,1.3,3.3,4.48,6,5.333333333,28,3.666666667,2.166666667,3.404761905,,,4,12
4,4,1,44,2,1,1,1,4,4,4.428571429,4.333333333,4.5,2.5,4.75,1.75,4.25,4.5,5,1.9,3.1,4.56,6,5.166666667,27,3.5,2.095238095,3.428571429,2,,3,13
5,1,1,24,1,2,1,1,3,4,3.428571429,3.222222222,3.75,1.75,1.75,1.25,3.75,3,2.7,1.8,0.9,2.4,3.166666667,3.833333333,10,3.333333333,2.404761905,2.5,1,,13,19
5,2,1,24,1,2,1,1,3,4,3.428571429,3.777777778,3.5,3,2.5,2.75,3.25,3,2.2,2.2,0,2.84,3.166666667,2.5,16,3,2.19047619,2.69047619,1,,11,18
5,3,1,24,1,2,1,1,3,4,3.571428571,3,3.75,3.75,2,2,2,2.25,2.4,2.2,0.2,2.6,3,2.5,15,3.666666667,2.642857143,2.904761905,1,Not dying.,9,20
5,4,1,24,1,2,1,1,3,4,3.857142857,3.222222222,3.5,2.75,2,1.5,3.75,2.75,2.4,1.8,0.6,3.08,4.166666667,3.5,14,4,2.904761905,3.19047619,1,,10,23
6,1,2,32,2,2,1,2,,,4,3.555555556,3.75,2.75,3,1.5,3.5,4.25,4.1,1.5,2.6,4.48,4,4.833333333,22,4,2.071428571,2.714285714,2,,2,12
6,2,2,32,2,2,1,2,,,3.571428571,3.444444444,4,1.75,2.5,1,3.5,3.5,3.3,1.3,2,4.2,3.166666667,4.5,22,3.666666667,2.357142857,2.952380952,2,,0,12
6,3,2,32,2,2,1,2,,,3.857142857,3,4,1.5,2.25,1,3.75,4,3.3,1.2,2.1,3.76,3.833333333,5,22,3.833333333,2.285714286,3.119047619,,,3,13
6,4,2,32,2,2,1,2,,,3.857142857,2.888888889,4,1.25,2.25,1,4,4,3.8,1.3,2.5,3.92,3.333333333,5,23,3.666666667,2.357142857,3.357142857,2,,4,13
7,1,2,36,2,1,1,1,5,5,4.142857143,4.111111111,4.25,2.5,3.5,2.75,4,4.25,4,1.5,2.5,4.28,5.166666667,5,20,4,2.595238095,2.904761905,1,Getting Outdoors exercise even walking around the campus on a work errand helps to uplift my mood during workday!,-1,13
7,2,2,36,2,1,1,1,5,5,5,4.111111111,4,2.5,3,2.5,3,4,3.7,1.1,2.6,4.68,4.833333333,5.166666667,19,4.166666667,2.785714286,3,2,,4,14
7,3,2,36,2,1,1,1,5,5,4.714285714,3.777777778,4.5,1.75,1.75,2,3.5,4.5,4.1,1.2,2.9,4.2,6,6,27,4.5,2.761904762,2.857142857,1,,7,13
7,4,2,36,2,1,1,1,5,5,4.857142857,4.222222222,3.5,2.25,3,2.5,3.5,3.5,3.6,1.1,2.5,4.12,5,5.166666667,23,4.333333333,2.738095238,3,2,,-1,11
8,1,1,39,1,2,1,2,,,1,2.666666667,3,1.5,1.5,1.25,2.75,3,4.4,1.5,2.9,4.24,3,3,12,3,2.142857143,4.357142857,2,no,4,11
8,2,1,39,1,2,1,2,,,2.857142857,4.222222222,4,3.5,3.5,4,4,4,4.1,1.3,2.8,5,5.333333333,5.833333333,20,5.666666667,2.023809524,4.404761905,2,,6,12
8,3,1,39,1,2,1,2,,,4,4.444444444,4.75,1.25,2.5,1,4.25,4.5,4.5,1.2,3.3,4.48,5,5.333333333,22,5,1.928571429,4.452380952,2,,2,14
8,4,1,39,1,2,1,2,,,4.285714286,4.333333333,5,2.5,4.25,1.75,5,5,4.4,1.5,2.9,4.52,5.833333333,5.666666667,23,4,2.023809524,4.357142857,2,,4,14
9,1,2,48,1,2,1,1,2,3,4.285714286,3.333333333,3.5,2.5,3,2,2.5,3.25,3.1,1.3,1.8,3.56,4.5,4,19,4,3.023809524,2.238095238,1,,5,21
9,2,2,48,1,2,1,1,2,3,4,3.888888889,4.75,3,3.75,2.25,3,3.5,4.3,1.6,2.7,3.6,5.666666667,4.666666667,23,4.333333333,3.357142857,2.547619048,1,,3,18
9,3,2,48,1,2,1,1,2,3,4.428571429,3.666666667,4,3,3.25,1.25,3,3.75,3.7,1.6,2.1,3.32,4.666666667,4.166666667,18,3.333333333,3.214285714,2.857142857,1,,3,17
9,4,2,48,1,2,1,1,2,3,4.428571429,3.777777778,3.5,2,3.25,1,3,3.25,4.1,1.6,2.5,3.44,4.666666667,4.5,19,3.833333333,3.357142857,2.833333333,2,,6,18
10,1,2,22,1,2,1,2,,,3.571428571,2.666666667,3.25,2.5,2.25,1.5,3.5,3.5,2.8,1.4,1.4,3.333333333,3,4.833333333,18,4.833333333,2.904761905,2.928571429,2,,9,17
10,2,2,22,1,2,1,2,,,4,3,3.75,1.5,3.5,2.25,3.25,3.75,2.8,1.3,1.5,3.52,4.5,4.5,22,3.666666667,2.523809524,2.666666667,2,,5,14
10,3,2,22,1,2,1,2,,,4.142857143,3.666666667,4.25,3.25,3,2.5,3.5,4.75,3.8,1.7,2.1,3.64,4.333333333,4.333333333,20,3.833333333,2.428571429,3.095238095,2,,8,14
11,1,2,35,1,2,1,2,,,4,3.444444444,3.5,1,2,1,3,3,3.6,1.1,2.5,3.44,4,4.833333333,24,2.333333333,2.214285714,3.19047619,2,,4,9
11,2,2,35,1,2,1,2,,,4,2.333333333,4,1,1.5,1.5,4,4,3.3,1,2.3,3.48,4.666666667,4.333333333,21,3.833333333,2.261904762,2.785714286,2,,4,10
11,3,2,35,1,2,1,2,,,4,3.333333333,3.75,2.25,3.25,2.5,4,4,3.6,1.4,2.2,3.88,4.833333333,4.833333333,19,4.333333333,1.214285714,2.476190476,2,,2,10
11,4,2,35,1,2,1,2,,,3.857142857,3.333333333,3.5,2,2.25,1.5,2.75,3.25,2.9,1.3,1.6,3.16,3.666666667,3.666666667,14,3,1.571428571,2.476190476,2,,6,12
12,3,,,,,,,,,3.714285714,3.555555556,4,1.75,4.25,3,4,3.25,2.9,1.1,1.8,3.6,5.5,4.833333333,24,4.333333333,2.214285714,2.738095238,2,,4,12
12,4,,,,,,,,,3.714285714,3.555555556,4,2.5,4.25,1.75,3.75,3.5,3.1,1.2,1.9,3.64,5,5,23,3.666666667,1.80952381,2.833333333,2,,5,10
12,2,,,,,,,,,3.857142857,3.222222222,3.75,2,3.25,1.75,3.25,3.75,2.1,1.5,0.6,3.56,5.166666667,4.5,22,3.166666667,1.714285714,2.785714286,2,,3,11
13,1,2,58,2,2,1,2,,,3.714285714,2.333333333,3.75,1,1.5,1.75,4,3.25,3.5,1.2,2.3,3.72,4.333333333,4.833333333,22,3.5,2.261904762,2.19047619,2,,6,12
13,2,2,58,2,2,1,2,,,3.857142857,2.444444444,3.5,1,1,1.25,3,1.75,2.8,1,1.8,3.56,4.166666667,4.833333333,21,3.166666667,2.142857143,2.095238095,2,,6,15
13,3,2,58,2,2,1,2,,,3.714285714,2,3.75,1.25,1.5,1.75,3.5,3,2.5,1,1.5,3.16,4.333333333,4,16,3.666666667,2.19047619,2.214285714,2,,4,11
13,4,2,58,2,2,1,2,,,3.428571429,3,3,1,1,1.5,3.5,2.5,2.3,1,1.3,4,4,4,16,3.666666667,2.285714286,2.166666667,2,,3,11
14,1,1,46,2,1,1,1,4,4,3.714285714,3.555555556,4,2.75,2.75,1.75,3.5,4,3.9,1.2,2.7,4.8,5.166666667,5,24,4,2,3.19047619,2,,3,8
14,2,1,46,2,1,1,1,4,4,3.857142857,3.444444444,4,2.25,3,1,4.5,4,3.7,1,2.7,4.56,5.833333333,5.5,23,3.833333333,2.142857143,3.452380952,2,,2,8
14,3,1,46,2,1,1,1,4,4,3.714285714,2.777777778,3.75,1.25,2,1,4,3.75,4,1,3,4.68,5.5,5.5,25,3.833333333,2.095238095,3.380952381,2,,-1,8
14,4,1,46,2,1,1,1,4,4,3.142857143,2.777777778,4,1,1.75,1,4,3.5,4,1,3,4.76,6,5.5,27,4,2.023809524,3.047619048,2,,0,8
15,1,1,36,2,2,1,1,3,5,4.428571429,4.555555556,4.5,1.75,3,1,4.75,4.5,4,1.2,2.8,4.52,5.5,5.666666667,24,3.666666667,2.261904762,2.904761905,2,,0,14
15,2,1,36,2,2,1,1,3,5,4.571428571,4.111111111,4.75,1.25,3.25,1,3.25,5,3.5,1.2,2.3,4.4,5.333333333,5.333333333,24,3.5,2.023809524,2.857142857,2,,0,12
15,3,1,36,2,2,1,1,3,5,4.571428571,4.444444444,4.75,1.25,3.75,1,4,4.75,4.2,1.1,3.1,4.12,5.666666667,5.5,27,3.666666667,2.095238095,2.976190476,,,2,12
15,4,1,36,2,2,1,1,3,5,4.428571429,4.666666667,5,1.25,3,1,4,4.75,4.3,1,3.3,4.44,5.833333333,5.666666667,27,4,2.166666667,3.619047619,2,,-1,13
16,1,2,23,1,2,1,2,,,2.285714286,1.555555556,4.25,1.5,1,1.25,5,3.25,3.1,2.6,0.5,3.32,3.333333333,3.833333333,13,4.166666667,2.19047619,3.30952381,2,,14,28
16,2,2,23,1,2,1,2,,,2.142857143,3.111111111,4.25,2,1,1,4.25,2.25,2.4,2.2,0.2,2.875,3.333333333,4,14,4,2.071428571,4.428571429,2,,9,30
16,3,2,23,1,2,1,2,,,4.285714286,3,2.75,3.25,2.75,3,3,3,3.1,1.3,1.8,3,3.833333333,4.5,16,3.666666667,2.119047619,4.642857143,2,,9,23
17,1,1,38,2,2,1,1,4,5,4.571428571,3.333333333,4,2.25,4,2,4.25,4.75,4,2.1,1.9,3.36,4,4.5,18,3.833333333,2.928571429,2.595238095,1,New Opportunities -,2,20
17,2,1,38,2,2,1,1,4,5,2.571428571,4.111111111,3.75,4,3.75,3.25,3.75,4.5,3.1,2.3,0.8,2.76,4.333333333,3.666666667,18,3.5,2.928571429,2.738095238,2,,2,13
17,3,1,38,2,2,1,1,4,5,3.714285714,3.666666667,3.25,3.5,3.25,2.75,2.5,3,2.7,3,-0.3,2.84,3,2.833333333,12,2.833333333,3.166666667,2.404761905,1,,7,19
17,4,1,38,2,2,1,1,4,5,4,3.333333333,3.25,3.75,3.5,3,3.25,3.5,2.5,2.8,-0.3,3.04,4.666666667,4,12,3,3.142857143,2.80952381,2,,2,14
18,1,1,38,2,2,1,1,2,5,4,3,4,1,2.5,1.75,3.5,4,2.6,1,1.6,3.08,4.333333333,4,16,3.666666667,2.452380952,2.571428571,1,,-1,12
18,2,1,38,2,2,1,1,2,5,4,2.666666667,3,3,3,3,3,3,1.9,1,0.9,4,4,4,16,3.5,1.142857143,2.571428571,2,,3,8
18,3,1,38,2,2,1,1,2,5,2.142857143,3.888888889,3.25,2.25,2.75,2.25,2.25,2.75,2.7,1,1.7,3.24,4,4,16,4,1.976190476,2.69047619,2,,3,8
18,4,1,38,2,2,1,1,2,5,4,2.111111111,3.25,2,1,1,2.25,2.75,2,1,1,3.08,3,3,12,3,1.261904762,2.047619048,2,,6,16
19,1,2,49,1,1,1,1,1,5,4.142857143,4.111111111,4.75,3.5,3.75,1,2.75,4.75,4.6,2.1,2.5,4.44,4.5,5,22,3.666666667,#DIV/0!,#DIV/0!,,,0,0
20,1,2,34,2,2,1,1,1,3,3.714285714,3.111111111,2.75,3.5,4,3,3.25,3.5,3.3,2.5,0.8,3.28,4.5,4,15,3.833333333,3.071428571,2.785714286,2,,17,30
20,2,2,34,2,2,1,1,1,3,3.857142857,3.333333333,3.5,3.5,3.75,2.5,3.25,3.5,3.1,2.2,0.9,3.24,3.666666667,4,15,3.333333333,2.714285714,3.142857143,2,,12,29
20,3,2,34,2,2,1,1,1,3,3.571428571,3.333333333,3.5,3,3.75,2.25,3.75,4,3.7,1.8,1.9,3.28,3.833333333,4.333333333,17,3.5,2.80952381,3.69047619,2,,11,23
20,4,2,34,2,2,1,1,1,3,3.857142857,3.444444444,4,3.25,4,2.5,3,3.75,3.6,2.3,1.3,3.04,3.666666667,3.833333333,16,3.333333333,2.571428571,4.047619048,2,,13,25
22,1,2,63,2,2,1,2,,,4,3.222222222,3.75,1,1.75,1.25,4,4.25,3.6,1,2.6,4.04,4.333333333,5,23,3.666666667,2.595238095,3.214285714,2,,3,14
22,2,2,63,2,2,1,2,,,3.714285714,4,4.5,1.25,1.75,1,4.75,4.25,3.8,1,2.8,3.88,5,5.166666667,23,4.5,2.142857143,3.285714286,2,,0,13
22,3,2,63,2,2,1,2,,,4,4,4,1,2,1,4.75,4.5,3.8,1,2.8,3.84,5,5,23,3.5,2.404761905,3.595238095,,,3,12
22,4,2,63,2,2,1,2,,,5,4.777777778,5,1,3,1,4.75,5,4,1,3,4.04,5,5,23,4.5,2.142857143,3.642857143,2,,-1,12
23,1,1,28,1,1,1,2,,,4.142857143,3,3.5,1.5,1.25,2,1.25,1.25,1.7,1,0.7,3.96,5,4.666666667,29,2.5,2.214285714,2.976190476,2,no,1,13
23,2,1,28,1,1,1,2,,,3.714285714,3.555555556,3.75,2.5,1.75,2.25,2,1.25,2.9,1.2,1.7,4.28,4.833333333,4.333333333,23,2.5,2.023809524,3.119047619,2,,4,14
23,3,1,28,1,1,1,2,,,4.142857143,3.888888889,4.25,4.5,3,4,4,4,3.2,1.6,1.6,3.88,5.833333333,5.333333333,24,5.333333333,2.023809524,3.642857143,1,,5,14
23,4,1,28,1,1,1,2,,,4.285714286,3.555555556,3.5,1.5,1.5,2.25,2,2.25,3.3,1,2.3,3.84,5,4.5,21,3.166666667,2.023809524,3.333333333,2,,6,13
24,1,2,45,2,2,1,1,2,3,4.857142857,4.333333333,3.75,3,4,1.25,4,3.75,4,2,2,4.36,4.666666667,4.666666667,24,3,1.833333333,2.69047619,1,exercise,3,12
24,2,2,45,2,2,1,1,2,3,3.857142857,4.333333333,3.25,2.25,4,1.75,4,3.5,3.8,1.4,2.4,4.6,4.833333333,5.166666667,26,3.5,1.571428571,2.023809524,2,,2,13
24,3,2,45,2,2,1,1,2,3,4,3.777777778,3.75,2.5,4,1,4,3.5,4,1.2,2.8,3.76,5,5,23,3.5,1.5,1.976190476,,,0,11
24,4,2,45,2,2,1,1,2,3,3.714285714,3.555555556,3,1.25,2,1,4,3,3.4,1.2,2.2,3.8,5,5,25,3,2.380952381,2.976190476,,,1,12
25,1,2,42,2,1,1,1,2,2,3.428571429,3,3.25,2.75,3,3.75,2.5,3.75,2.1,2.9,-0.8,3.16,3.166666667,3,13,3,2.666666667,2.238095238,2,,12,20
25,2,2,42,2,1,1,1,2,2,4.142857143,3.444444444,3.25,2.75,2.25,2.5,1.5,3,2.1,2.4,-0.3,2.68,3,3,12,3,1.238095238,1.261904762,2,,4,9
25,3,2,42,2,1,1,1,2,2,3,2.111111111,3.25,3,2.5,2.75,2,3.5,3.1,1.8,1.3,3.04,4.333333333,3.833333333,13,3,2.19047619,2.523809524,2,,5,23
25,4,2,42,2,1,1,1,2,2,3,2.777777778,3.75,3.5,3.5,3.5,3.75,3.5,2.5,2,0.5,3,3,3,12,3,1.952380952,1.857142857,2,,9,24
26,1,2,24,1,2,1,1,2,2,4.428571429,4.111111111,3,1.75,2.75,2,4.25,4.25,4.1,1.8,2.3,3.68,4,3.666666667,21,4,2.476190476,3.023809524,2,,6,18
26,2,2,24,1,2,1,1,2,2,4,4.111111111,3.5,2.25,2.5,1.75,4,3.5,3.8,2.1,1.7,3.24,3.5,4.166666667,16,3.833333333,2.452380952,3.047619048,2,,5,19
26,3,2,24,1,2,1,1,2,2,4,4,3.5,3,3,2.75,4.75,4,3.7,2,1.7,3.6,4.333333333,4.666666667,18,3.833333333,2.5,3.071428571,2,,7,20
26,4,2,24,1,2,1,1,2,2,4,4,3.25,2.75,3.5,2.75,4,3.25,3.5,2.3,1.2,3.04,4,4,16,3.666666667,2.404761905,3.047619048,2,,8,21
27,1,2,56,2,1,1,1,2,3,4.714285714,3.888888889,3.25,2.5,4,1.75,2.5,3,2.6,2.4,0.2,3.64,5.833333333,4,21,3.5,2.738095238,2.904761905,1,,9,29
27,2,2,56,2,1,1,1,2,3,4.428571429,5,4,3,5,1.75,2.75,3,2.9,2.5,0.4,3.44,5.333333333,4,22,3.666666667,2.69047619,2.571428571,2,,12,27
27,3,2,56,2,1,1,1,2,3,4.428571429,3.777777778,3,2.75,3.25,2.25,2.75,2.5,2.5,2.3,0.2,3.52,4.833333333,4.5,21,4,2.5,2.547619048,,,10,30
27,4,2,56,2,1,1,1,2,3,4,2.555555556,3.75,3.5,4.25,2.75,3.25,3,2.5,1.5,1,3.64,5,4.833333333,24,3.833333333,2.738095238,2.69047619,2,,6,17
28,1,1,43,2,2,1,1,3,5,4,3.444444444,4.25,2,2,1.25,3.75,4.5,4.6,1,3.6,3.8,4.166666667,4,19,3.333333333,2.357142857,2.738095238,2,None,2,13
28,2,1,43,2,2,1,1,3,5,4.428571429,3.444444444,3.5,2.75,3,1.5,3.75,3.75,3.7,1.3,2.4,3.92,5.166666667,4.166666667,19,3.333333333,2.547619048,3.238095238,2,,4,12
28,3,1,43,2,2,1,1,3,5,4,4.111111111,4,2,3,1,4.25,4.5,3.8,1.1,2.7,4.16,4.333333333,4.333333333,22,3.666666667,2.428571429,2.714285714,2,,1,13
28,4,1,43,2,2,1,1,3,5,4.142857143,3.888888889,3.75,1,1.75,1,3.25,4,3.8,1.3,2.5,3.56,4.833333333,4,23,3.666666667,2.404761905,2.785714286,2,,0,8
29,1,1,44,2,2,1,1,1,5,3.857142857,2.888888889,3.25,4,3.25,3.25,2.75,3.25,3.3,1.4,1.9,3.6,3.666666667,4.5,19,3.333333333,2.80952381,2.928571429,2,,6,17
29,2,1,44,2,2,1,1,1,5,3.857142857,3.555555556,3.5,4,3.75,3.75,1.75,2.75,3,2.1,0.9,3.04,4.166666667,4.333333333,17,3.333333333,2.404761905,2.738095238,2,,6,12
29,3,1,44,2,2,1,1,1,5,4,3.333333333,3.75,3,2.75,1.25,2.5,3.25,3.3,1.3,2,3.32,4.333333333,4.833333333,21,3.333333333,2.404761905,2.928571429,2,,4,12
29,4,1,44,2,2,1,1,1,5,4,3.666666667,3.25,3.25,3,2,2.75,3,2.9,1.8,1.1,3.24,3.833333333,4.166666667,17,3.333333333,2.428571429,2.69047619,2,,4,15
30,1,1,22,1,2,1,1,4,5,4.142857143,3.333333333,4,2,1.75,1,4.75,3.75,3.8,1.7,2.1,3.92,4.5,5,27,3.666666667,2.285714286,2.428571429,,,5,15
30,2,1,22,1,2,1,1,4,5,4.142857143,3.888888889,4.25,2.25,2.75,1.25,4.75,3.5,3.8,1.5,2.3,4,5.5,5.333333333,25,3.666666667,2.30952381,2.666666667,2,,3,15
30,3,1,22,1,2,1,1,4,5,4.285714286,3.333333333,4.25,1.75,2,1,4.75,3.25,4.1,1.7,2.4,3.92,4.833333333,5,23,3.5,2.238095238,2.642857143,2,,5,15
30,4,1,22,1,2,1,1,4,5,4.142857143,3.444444444,4.5,1.5,1.75,1,4.75,3.5,3.6,1.4,2.2,3.84,5.166666667,5.333333333,25,3.833333333,2.285714286,2.476190476,2,,6,17
31,1,1,39,2,2,1,1,2,5,3.142857143,1.111111111,1,2.25,1,2.25,2.25,1,1,1.3,-0.3,2.32,3.166666667,2.833333333,26,2.333333333,2.285714286,2.357142857,2,,3,14
31,2,1,39,2,2,1,1,2,5,3.428571429,1.111111111,1.5,1,1,2,1,1,1,1.4,-0.4,1.6,1.833333333,1.666666667,26,1.833333333,2.333333333,2.380952381,2,,0,9
31,3,1,39,2,2,1,1,2,5,1.857142857,1,1,2,1.75,2,1,1,1.2,1.1,0.1,1.44,1.5,1.5,12,1,2.30952381,2.619047619,2,,0,8
31,4,1,39,2,2,1,1,2,5,1.571428571,1.444444444,1,1.75,1,1.75,1,1,1,1.3,-0.3,1.2,1,1,12,2,2.285714286,2.476190476,2,,2,8
32,1,1,45,2,2,1,2,,,5,2.777777778,5,1.5,3.25,1.5,3.5,4.75,4.1,1.1,3,4.48,5.833333333,5.5,25,4.166666667,2.261904762,3.333333333,2,,0,12
32,2,1,45,2,2,1,2,,,4.428571429,3.444444444,5,2.25,3.25,2,5,4.25,4.1,1.1,3,4.04,6,5.833333333,25,3.666666667,2.452380952,2.928571429,2,,-1,12
32,3,1,45,2,2,1,2,,,4.428571429,2.444444444,4.25,1.75,3,1.5,3.25,4.25,4.1,1,3.1,3.88,5.5,4.666666667,25,3.833333333,2.023809524,2.904761905,2,,-1,13
32,4,1,45,2,2,1,2,,,5,3.444444444,4,1.75,3.25,1.5,3,3.75,3.8,1.1,2.7,3.76,5.333333333,4.333333333,24,3.5,2.547619048,3.095238095,2,,-1,9
33,1,1,60,2,1,1,1,4,4,4.571428571,3.666666667,4.25,1.75,2.5,1,3.75,3.25,3.7,1.2,2.5,4.24,5.833333333,5.166666667,24,5,2.642857143,3.642857143,2,winning in sport,4,10
33,2,1,60,2,1,1,1,4,4,4.428571429,4.222222222,3.5,2,4,1,4.25,3,4.2,1.3,2.9,4.16,5.5,5.5,24,3.666666667,2.619047619,3.071428571,2,acheiving goals you set,2,11
33,3,1,60,2,1,1,1,4,4,4.285714286,4.111111111,4.25,2.75,3.25,1,4,4.5,4.3,1.3,3,4.2,5.666666667,5.166666667,24,4,2.095238095,3.452380952,2,,4,10
33,4,1,60,2,1,1,1,4,4,4.142857143,3.666666667,4,1.5,2.25,1,3.5,4.25,4,1.3,2.7,4.08,6,5.5,25,4.5,2.19047619,3.380952381,2,,1,12
34,1,1,62,2,1,1,1,2,5,3.857142857,3.555555556,4.75,1.75,4,1.75,3.75,3.5,4.6,2.1,2.5,4.68,6,5.833333333,25,4.333333333,2.666666667,2.738095238,2,,7,18
34,2,1,62,2,1,1,1,2,5,4,3.444444444,5,3.25,3.75,1.5,3.25,3.25,4.7,2.3,2.4,4.24,5.666666667,6,20,4,2.5,2.214285714,2,,8,22
34,3,1,62,2,1,1,1,2,5,4.285714286,3.666666667,5,3.25,4.5,1,2.75,3.25,4.1,1.9,2.2,4.28,5.666666667,5.833333333,18,3.833333333,2.5,2.404761905,2,,4,19
34,4,1,62,2,1,1,1,2,5,3.714285714,3.666666667,4.5,2.75,4,1,2.75,3,4,2.6,1.4,3.96,5.333333333,6,15,3.5,2.428571429,2.333333333,2,,16,27
35,1,2,49,2,1,1,1,2,4,3,3.333333333,4,3,4.5,2.75,2.75,4.5,3.4,2,1.4,3.8,5.833333333,5,24,3.5,2.547619048,2.714285714,2,,3,14
36,1,2,43,1,1,1,2,,,4,3,3.75,1.75,2.5,1.75,3.75,3.5,2.7,1.4,1.3,4.28,5.833333333,5.333333333,24,4.166666667,1.952380952,2.666666667,1,,0,11
36,2,2,43,1,1,1,2,,,3.857142857,3.444444444,4,1.75,2.75,1.5,4,3,2.8,1.2,1.6,4.16,4.833333333,4.5,19,3.833333333,2.023809524,2.904761905,2,,1,14
36,3,2,43,1,1,1,2,,,3.857142857,3.111111111,4,1.5,3.25,1.25,4,3.5,3.4,1.1,2.3,3.64,4.5,4.333333333,21,3.666666667,2.071428571,2.523809524,2,,0,12
36,4,2,43,1,1,1,2,,,4,3.777777778,4,1.25,3.25,1.25,4.25,3.75,2.7,1.2,1.5,3.88,5.5,5,23,4.333333333,2.023809524,3.19047619,2,,0,11
37,1,1,46,2,1,1,1,1,4,4.428571429,3.111111111,3.75,3,3.5,1,3.75,3.5,3.3,1.7,1.6,3.92,5.166666667,4.666666667,21,4.166666667,2.452380952,2.642857143,1,,7,17
